,0
0,0.115649938583
1,0.0706338882446
2,0.0606100559235
3,0.0506129264832
4,0.0505938529968
5,0.0606119632721
6,0.0505919456482
7,0.0607001781464
8,0.0506839752197
9,0.05060505867
10,0.060674905777
11,0.0507040023804
12,0.0607011318207
13,0.0506858825684
14,0.0508909225464
15,0.0606789588928
16,0.0506880283356
17,0.0606958866119
18,0.050696849823
19,0.0506711006165
20,0.0606789588928
21,0.0507011413574
22,0.0593898296356
23,0.0493750572205
24,0.0606920719147
25,0.055675983429
26,0.0556697845459
27,0.0456700325012
28,0.0556840896606
29,0.045706987381
30,0.0456550121307
31,0.080671787262
32,0.0508110523224
33,0.0606620311737
34,0.0506641864777
35,0.0606768131256
36,0.0506699085236
37,0.0506451129913
38,0.060690164566
39,0.0506701469421
40,0.0557019710541
41,0.0457420349121
42,0.0456640720367
43,0.0569241046906
44,0.0468928813934
45,0.0469019412994
46,0.0569150447845
47,0.0469200611115
48,0.0569381713867
49,0.0469319820404
50,0.0468690395355
51,0.0569341182709
52,0.0469241142273
53,0.0569131374359
54,0.089439868927
55,0.0493900775909
56,0.0594310760498
57,0.0494241714478
58,0.0494079589844
59,0.0594379901886
60,0.0494120121002
61,0.0844321250916
62,0.0545020103455
63,0.0644328594208
64,0.0544891357422
65,0.0544199943542
66,0.0644371509552
67,0.0644559860229
68,0.0544579029083
69,0.0606560707092
70,0.056027173996
71,0.0456848144531
72,0.0557029247284
73,0.045686006546
74,0.0456650257111
75,0.0557041168213
76,0.0556828975677
77,0.0482199192047
78,0.0483231544495
79,0.0582211017609
80,0.0481958389282
81,0.0482120513916
82,0.0581951141357
83,0.0481970310211
84,0.0582180023193
85,0.0482158660889
86,0.0481979846954
87,0.0582039356232
88,0.0482401847839
89,0.0594568252563
90,0.0494768619537
91,0.0844750404358
92,0.0544669628143
93,0.0657420158386
94,0.0457308292389
95,0.055732011795
96,0.0506820678711
97,0.0607290267944
98,0.0507099628448
99,0.0619919300079
100,0.0519919395447
101,0.040726184845
102,0.00821113586426
103,0.00571012496948
104,0.00320076942444
105,0.0107049942017
106,0.00820398330688
107,0.00569891929626
108,0.00320100784302
109,0.0107250213623
110,0.00835394859314
111,0.00574398040771
112,0.0032160282135
113,0.0107049942017
114,0.00820183753967
115,0.0057270526886
116,0.00322389602661
117,0.0107078552246
118,0.00819993019104
119,0.00569987297058
120,0.00319600105286
121,0.0119380950928
122,0.00945591926575
123,0.00695991516113
124,0.00447607040405
125,0.0119490623474
126,0.00949311256409
127,0.00694799423218
128,0.00695514678955
129,0.00570297241211
130,0.00319719314575
131,0.010703086853
132,0.00819897651672
133,0.00569820404053
134,0.00320410728455
135,0.0107171535492
136,0.00824213027954
137,0.0057098865509
138,0.00320100784302
139,0.0132009983063
140,0.0107018947601
141,0.00822997093201
142,0.00570893287659
143,0.00319695472717
144,0.010705947876
145,0.00819492340088
146,0.00569987297058
147,0.00319290161133
148,0.0107100009918
149,0.0082380771637
150,0.00572896003723
151,0.00700688362122
152,0.00945997238159
153,0.00696206092834
154,0.00445508956909
155,0.0169680118561
156,0.00319314002991
157,0.00944995880127
158,0.00945115089417
159,0.00697612762451
160,0.00455808639526
161,0.0120041370392
162,0.00946402549744
163,0.00696396827698
164,0.00445008277893
165,0.0144941806793
166,0.0119700431824
167,0.0094621181488
168,0.00696396827698
169,0.00445795059204
170,0.0119738578796
171,0.00945901870728
172,0.00697088241577
