,0
0,0.320474863052
1,0.10046005249
2,0.0854189395905
3,0.0804228782654
4,0.0754010677338
5,0.105373859406
6,0.0804660320282
7,0.0753841400146
8,0.0816698074341
9,0.0879459381104
10,0.0691859722137
11,0.0491788387299
12,0.0492079257965
13,0.0741910934448
14,0.0791800022125
15,0.0492208003998
16,0.0741999149323
17,0.0667009353638
18,0.0717279911041
19,0.0517189502716
20,0.0517580509186
21,0.0767030715942
22,0.0716941356659
23,0.0516929626465
24,0.0766930580139
25,0.0717220306396
26,0.0516951084137
27,0.066722869873
28,0.0716738700867
29,0.0517129898071
30,0.0766739845276
31,0.0717239379883
32,0.0517139434814
33,0.076681137085
34,0.0529592037201
35,0.0779809951782
36,0.110469102859
37,0.0504701137543
38,0.0504670143127
39,0.050488948822
40,0.0504920482635
41,0.075492143631
42,0.0704979896545
43,0.0504770278931
44,0.050488948822
45,0.0755550861359
46,0.0704848766327
47,0.0504899024963
48,0.0504801273346
49,0.0504851341248
50,0.0767421722412
51,0.0717918872833
52,0.0767838954926
53,0.0717430114746
54,0.0767178535461
55,0.0717430114746
56,0.0605039596558
57,0.0530052185059
58,0.0530018806458
59,0.0529940128326
60,0.0530099868774
61,0.0530061721802
62,0.0529820919037
63,0.0529978275299
64,0.0780348777771
65,0.0729999542236
66,0.0530250072479
67,0.0780339241028
68,0.0730168819427
69,0.0530180931091
70,0.0529990196228
71,0.0529968738556
72,0.0530140399933
73,0.0530560016632
74,0.0530200004578
75,0.0530350208282
76,0.053062915802
77,0.0530350208282
78,0.052985906601
79,0.0530200004578
80,0.0805461406708
81,0.0504739284515
82,0.0755429267883
83,0.0705630779266
84,0.0505719184875
85,0.0505399703979
86,0.0755400657654
87,0.0705649852753
88,0.0505819320679
89,0.075562953949
90,0.0705819129944
91,0.0505940914154
92,0.0755798816681
93,0.0705850124359
94,0.0505850315094
95,0.0755290985107
96,0.0705690383911
97,0.0505731105804
98,0.0754859447479
99,0.0505859851837
100,0.0680329799652
101,0.073105096817
102,0.0530290603638
103,0.0880570411682
104,0.0830700397491
105,0.103047132492
106,0.113083839417
107,0.106808900833
108,0.0756280422211
109,0.0806310176849
110,0.100625991821
111,0.0856261253357
112,0.0806200504303
113,0.113064050674
114,0.0868480205536
115,0.0830869674683
116,0.10307097435
117,0.0893409252167
118,0.0856149196625
119,0.0706021785736
120,0.0856058597565
121,0.0806128978729
122,0.113059997559
123,0.103021860123
124,0.11309504509
125,0.0880529880524
126,0.108131885529
127,0.0731010437012
128,0.0856490135193
129,0.070652961731
130,0.0831620693207
131,0.113149881363
132,0.103120088577
133,0.113171815872
134,0.0881690979004
135,0.0806729793549
136,0.075649023056
137,0.0819079875946
138,0.0868451595306
139,0.0719068050385
140,0.113148927689
141,0.0894091129303
142,0.11439204216
143,0.0893709659576
144,0.0806088447571
145,0.0806350708008
146,0.111916065216
147,0.0869059562683
148,0.0718750953674
149,0.088171005249
150,0.084419965744
151,0.111902952194
152,0.0806500911713
153,0.111894845963
154,0.0868871212006
155,0.0719141960144
156,0.134402990341
157,0.1119389534
158,0.0868999958038
159,0.071928024292
160,0.0881850719452
161,0.109444856644
162,0.109446048737
163,0.0769379138947
164,0.0819370746613
165,0.0869419574738
166,0.071900844574
167,0.0869450569153
168,0.0719170570374
169,0.109470844269
170,0.114437103271
171,0.0869631767273
172,0.0719349384308
173,0.111956119537
174,0.0819361209869
175,0.10196185112
176,0.0869481563568
177,0.0719377994537
