,0
0,0.0025200843811
1,0.0117590427399
2,0.00929689407349
3,0.00765895843506
4,0.00701189041138
5,0.00443291664124
6,0.0128021240234
7,0.0111019611359
8,0.00949501991272
9,0.0079870223999
10,0.0079140663147
11,0.00650095939636
12,0.00483918190002
13,0.0133349895477
14,0.0136830806732
15,0.0127520561218
16,0.0121240615845
17,0.0112111568451
18,0.00972390174866
19,0.00799679756165
20,0.00632882118225
21,0.188443899155
22,0.0068678855896
23,0.00565886497498
24,0.00577998161316
25,0.00371503829956
26,0.0120718479156
27,0.0105400085449
28,0.00883293151855
29,0.247194051743
30,0.00559091567993
31,0.0038959980011
32,0.012216091156
33,0.0105938911438
34,0.0110111236572
35,0.0104849338531
36,0.00857710838318
37,0.00713610649109
38,0.0052809715271
39,0.323585987091
40,0.0129301548004
41,0.0112760066986
42,0.398210048676
43,0.00679302215576
44,0.00497698783875
45,0.0132658481598
46,0.0116229057312
47,0.0100660324097
48,0.00835204124451
49,0.00677800178528
50,0.00506401062012
51,0.00345706939697
52,0.0118060112
53,0.500641107559
54,0.00925898551941
55,0.00830101966858
56,0.00664496421814
57,0.00504207611084
58,0.00338697433472
59,0.0117239952087
60,0.577716112137
61,0.00611305236816
62,0.00357699394226
63,0.011913061142
64,0.0115301609039
65,0.00961399078369
66,0.00794887542725
67,0.00647282600403
68,0.00469303131104
69,0.0129659175873
70,0.653559923172
71,0.0126118659973
72,0.0109460353851
73,0.0106258392334
74,0.0104598999023
75,0.00885200500488
76,0.719475984573
77,0.0078010559082
78,0.00618195533752
79,0.00454592704773
80,0.012866973877
81,0.011302947998
82,0.00963807106018
83,0.00806999206543
84,0.00638008117676
85,0.00570702552795
86,0.79120016098
87,0.0105061531067
88,0.0088791847229
89,0.00760722160339
90,0.00560402870178
91,0.00401878356934
92,0.0123858451843
93,0.0107548236847
94,0.00949001312256
95,0.0103440284729
96,0.865808010101
97,0.00606393814087
98,0.0044858455658
99,0.0136818885803
