,0
0,0.00875902175903
1,0.00909519195557
2,0.00716114044189
3,0.00545620918274
4,0.00485801696777
5,0.0146050453186
6,0.0146667957306
7,0.0139729976654
8,0.0131869316101
9,0.0112090110779
10,0.0105209350586
11,0.0088529586792
12,0.00723791122437
13,0.00558090209961
14,0.00425386428833
15,0.147891998291
16,0.00622987747192
17,0.00464797019958
18,0.0140120983124
19,0.0134830474854
20,0.184715986252
21,0.0136699676514
22,0.0120580196381
23,0.0103960037231
24,0.0100531578064
25,0.00899195671082
26,0.00825309753418
27,0.00759315490723
28,0.248846054077
29,0.00798320770264
30,0.287941217422
31,0.00633192062378
32,0.00600600242615
33,0.00400400161743
34,0.0135698318481
35,0.0125949382782
36,0.011950969696
37,0.0116748809814
38,0.0104489326477
39,0.00882792472839
40,0.00920605659485
41,0.379251003265
42,0.00761795043945
43,0.00599694252014
44,0.00436496734619
45,0.0127351284027
46,0.0110530853271
47,0.00941109657288
48,0.00778913497925
49,0.0064549446106
50,0.00728511810303
51,0.00568914413452
52,0.00403809547424
53,0.01243019104
54,0.0109610557556
55,0.0104830265045
56,0.00935506820679
57,0.0089647769928
58,0.509825944901
59,0.0174248218536
60,0.547235012054
61,0.00674295425415
62,0.00574207305908
63,0.00509095191956
64,0.00438594818115
65,0.587369918823
66,0.00696897506714
67,0.00698399543762
68,0.00618505477905
69,0.0056791305542
70,0.627574920654
71,0.00618195533752
72,0.0042929649353
73,0.0129520893097
74,0.0110101699829
75,0.0106961727142
76,0.669618844986
77,0.00888013839722
78,0.00865721702576
79,0.00748300552368
80,0.00584888458252
81,0.00512290000916
82,0.72092795372
83,0.00929880142212
84,0.00764393806458
85,0.00603199005127
86,0.00435996055603
87,0.0127880573273
88,0.0120658874512
89,0.0123369693756
90,0.0115170478821
91,0.00990509986877
92,0.00827789306641
93,0.00664901733398
94,0.00599193572998
95,0.00430393218994
96,0.0126650333405
97,0.0110261440277
98,0.0103471279144
99,0.851469039917
